Month_year,Consultation_Type,Case,Under 1 Male,Under 1 Female,1-4 Male,1-4 Female,5-9 Male,5-9 Female,10-14 Male,10-14 Female,15-18 Male,15-18 Female,19-24 Male,19-24 Female,25-29 Male,25-29 Female,30-34 Male,30-34 Female,35-39 Male,35-39 Female,40-44 Male,40-44 Female,45-49 Male,45-49 Female,50-54 Male,50-54 Female,55-59 Male,55-59 Female,60-64 Male,60-64 Female,65-69 Male,65-69 Female,70 Over Male,70 Over Female
2024 - 9,1.0,1,11.0,8.0,63.0,41.0,52.0,39.0,26.0,18.0,17.0,22.0,14.0,12.0,6.0,4.0,2.0,6.0,5.0,,3.0,1.0,,,1.0,2.0,,1.0,1.0,,,1.0,6.0,7.0
2024 - 9,1.0,3,4.0,2.0,36.0,26.0,24.0,14.0,5.0,7.0,,9.0,2.0,12.0,2.0,1.0,2.0,3.0,,1.0,,,1.0,1.0,,1.0,1.0,2.0,1.0,,,5.0,3.0,5.0
2024 - 9,1.0,7,2.0,1.0,13.0,8.0,5.0,8.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,5.0,4.0,6.0,6.0,4.0,,4.0,6.0,6.0,12.0,3.0,17.0,16.0
2024 - 9,1.0,4,,,12.0,8.0,19.0,24.0,9.0,7.0,5.0,12.0,3.0,6.0,2.0,7.0,7.0,6.0,4.0,5.0,2.0,3.0,1.0,3.0,1.0,,1.0,1.0,3.0,2.0,,1.0,1.0,3.0
2024 - 9,1.0,6,17.0,19.0,22.0,22.0,12.0,11.0,5.0,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,2.0,,1.0,,1.0,2.0,,1.0,,9.0,12.0
2024 - 9,1.0,8,,,,,3.0,2.0,4.0,7.0,8.0,8.0,1.0,14.0,,5.0,4.0,9.0,,1.0,5.0,6.0,4.0,4.0,,3.0,2.0,,1.0,,,2.0,2.0,9.0
2024 - 9,1.0,10,,,,1.0,1.0,,3.0,7.0,,3.0,2.0,3.0,2.0,7.0,2.0,3.0,4.0,3.0,6.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,1.0,1.0,3.0,3.0
2024 - 9,1.0,5,6.0,2.0,16.0,16.0,3.0,6.0,1.0,,4.0,,4.0,3.0,,2.0,1.0,,2.0,,,2.0,,1.0,,,2.0,1.0,,1.0,,1.0,1.0,3.0
2024 - 9,1.0,17,1.0,,6.0,5.0,4.0,4.0,5.0,4.0,5.0,,7.0,1.0,1.0,,3.0,1.0,2.0,,3.0,2.0,1.0,1.0,1.0,,2.0,2.0,2.0,,,,2.0,4.0
2024 - 9,1.0,33,,,,,3.0,,2.0,5.0,2.0,3.0,5.0,3.0,,2.0,4.0,1.0,4.0,3.0,6.0,2.0,1.0,,2.0,4.0,1.0,3.0,3.0,,,1.0,1.0,2.0
2024 - 9,2.0,46,21.0,13.0,67.0,57.0,22.0,17.0,6.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,7.0,6.0
2024 - 9,2.0,12,2.0,3.0,4.0,7.0,15.0,21.0,7.0,7.0,5.0,32.0,3.0,21.0,7.0,12.0,5.0,9.0,3.0,4.0,1.0,7.0,,3.0,1.0,3.0,1.0,3.0,,4.0,1.0,4.0,1.0,6.0
2024 - 9,2.0,11,8.0,4.0,34.0,24.0,16.0,15.0,3.0,3.0,4.0,3.0,5.0,6.0,2.0,3.0,1.0,2.0,3.0,,1.0,2.0,,1.0,,,2.0,1.0,,2.0,1.0,1.0,3.0,4.0
2024 - 9,2.0,76,1.0,,8.0,7.0,19.0,20.0,19.0,15.0,14.0,12.0,10.0,5.0,4.0,1.0,,,2.0,,,,,,,,,,,,,,,
2024 - 9,2.0,35,,,3.0,,1.0,1.0,2.0,3.0,2.0,2.0,3.0,19.0,3.0,5.0,10.0,6.0,,3.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0,,1.0,,1.0,3.0,1.0,10.0
2024 - 9,2.0,14,2.0,8.0,10.0,9.0,12.0,13.0,9.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,,,1.0,,,,1.0,,,,,1.0,5.0
2024 - 9,2.0,17,1.0,,10.0,6.0,6.0,6.0,8.0,4.0,6.0,,5.0,1.0,1.0,,4.0,1.0,2.0,,3.0,2.0,1.0,1.0,1.0,,1.0,1.0,3.0,,1.0,,3.0,4.0
2024 - 9,2.0,47,,,,,,,,,,,2.0,,5.0,2.0,,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,,2.0,4.0,1.0,3.0,5.0,13.0,14.0
2024 - 9,2.0,16,2.0,1.0,11.0,11.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,,,1.0,1.0,2.0,1.0,,,,,1.0,1.0,,,,,,,,2.0
2024 - 9,2.0,36,,,,,2.0,,,,,,,,,,2.0,2.0,2.0,4.0,,5.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,5.0,5.0
2024 - 9,3.0,38,,1.0,,,,,,,,,,,,,,,,,,2.0,,2.0,1.0,,,,1.0,,,1.0,2.0,1.0
2024 - 9,3.0,22,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,1.0,,
2024 - 9,3.0,51,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0
2024 - 9,3.0,202,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2024 - 9,3.0,203,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2024 - 9,3.0,204,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2024 - 9,3.0,23,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2024 - 9,3.0,205,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2024 - 9,3.0,206,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2024 - 9,3.0,207,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
2024 - 9,3.0,208,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
